sku,slug,handle,common,group,family,origin,care,temperament,swim,tank,adult,tempC,ph,hard,diet,social,life,psize,desc,tips,aqa_staple,aqa_treat,feeding_note,hub_url,care_url,shop_url,title
RA-FSH-0116,mix-oranda-a-grade-bloodline,red-oranda-jumbo,Mix Oranda A Grade - Bloodline !,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,,"Mix Oranda A Grade - Bloodline ! is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/mix-oranda-a-grade-bloodline,https://care.best4pets.in/fish/mix-oranda-a-grade-bloodline/care/,https://best4pets.in/products/red-oranda-jumbo,Mix Oranda A Grade - Jumbo Bloodline !
RA-FSH-0117,bulgarian-seal-point-angel-fish,bulgarian-seal-point-angel-fish,Bulgarian Seal Point Angel Fish,Angelfish,Cichlidae,"Amazon, South America",Intermediate,Semi-aggressive,Middle,115 L (tall),"6 in tall, to 8 in (15-20 cm)",25-29°C,6.0-7.5,Soft-Medium (3-15 dGH),Omnivore,Pairs / small groups,8-10 years,,"Bulgarian Seal Point Angel Fish is a graceful South American cichlid with a tall body that needs a deep tank. Peaceful for a cichlid, but pairs get territorial when breeding and may eat very small fish.","Use a tall tank to accommodate the fins and body shape. | May eat very small fish (e.g. neon tetras) — choose tankmates by size. | Warm, soft-to-neutral water; pairs become territorial when spawning.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/bulgarian-seal-point-angel-fish,https://care.best4pets.in/fish/bulgarian-seal-point-angel-fish/care/,https://best4pets.in/products/bulgarian-seal-point-angel-fish,Bulgarian Seal Point Angel Fish (Pair)
RA-FSH-0118,dawkinsia-rubrotinctus,dawkinsia-rubrotinctus-2-5,Dawkinsia rubrotinctus,Barb,Cyprinidae,Asia,Beginner-Intermediate,Semi-aggressive,Middle,115 L,2-3 in (5-8 cm),22-26°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Shoal of 6 or more,5 years,2.5 in,"Dawkinsia rubrotinctus is an active, hardy barb. Kept in good numbers it's a lively community fish, but small groups can turn nippy toward long-finned tankmates.","Keep a shoal of 6+ to spread out natural nipping behaviour. | Avoid slow, long-finned tankmates (e.g. bettas, angelfish, guppies). | Provide open swimming space for this fast, energetic fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/dawkinsia-rubrotinctus,https://care.best4pets.in/fish/dawkinsia-rubrotinctus/care/,https://best4pets.in/products/dawkinsia-rubrotinctus-2-5,"Dawkinsia rubrotinctus 2.5"""
RA-FSH-0119,cyprichromis-leptosoma-utinta-inch,cyprichromis-leptosoma-utinta-1-5-1-75inch,Cyprichromis leptosoma Utinta inch,Tanganyikan Cichlid,Cichlidae,"Lake Tanganyika, East Africa",Intermediate,Territorial,All levels,115-200 L (species-dependent),2-14 in — varies by species,24-28°C,7.8-9.0,Hard / Alkaline (10-20 dGH),Carnivore/Omnivore,Colony or pair (species-dependent),8-15 years,1.5-1.75 in,"Cyprichromis leptosoma Utinta inch is a Lake Tanganyika cichlid needing hard, alkaline water. This group ranges from tiny shell-dwellers to large Frontosa, so check the specific species' adult size and setup.","Hard, alkaline water with the right decor — shells for shell-dwellers, rock for others. | Adult size varies enormously across this group — confirm the species before stocking. | Feed appropriately: many are micro-predators; avoid excess for the smaller species.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/cyprichromis-leptosoma-utinta-inch,https://care.best4pets.in/fish/cyprichromis-leptosoma-utinta-inch/care/,https://best4pets.in/products/cyprichromis-leptosoma-utinta-1-5-1-75inch,"Cyprichromis leptosoma ""Utinta"" 1.5-1.75""inch"
RA-FSH-0120,golden-emperor-tetra,golden-emperor-tetra,Golden emperor Tetra,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Golden emperor Tetra is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/golden-emperor-tetra,https://care.best4pets.in/fish/golden-emperor-tetra/care/,https://best4pets.in/products/golden-emperor-tetra,Golden emperor Tetra (Pair)
RA-FSH-0121,srd-flowerhorn-with-hump,srd-flowerhorn-with-hump-5-inch,SRD Flowerhorn with Hump,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,280 L,12-16 in (30-40 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,5 in,"SRD Flowerhorn with Hump is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/srd-flowerhorn-with-hump,https://care.best4pets.in/fish/srd-flowerhorn-with-hump/care/,https://best4pets.in/products/srd-flowerhorn-with-hump-5-inch,SRD Flowerhorn with Hump 5 Inch
RA-FSH-0122,discus,wild-discus-5-bangalore-only,Discus,Discus,Cichlidae,"Amazon, South America",Advanced,Peaceful,Middle,200+ L (group),6-8 in (15-20 cm),28-31°C,5.5-7.0,Soft (1-8 dGH),Omnivore/Carnivore,Groups of 6+,10-15 years,5 in,"Discus is the 'king of the aquarium' — a stunning but demanding cichlid needing very warm, soft, pristine water and a group for security. Best for experienced keepers.","Keep very warm (28-31°C) — warmer than most community fish. | Soft, acidic, spotless water with frequent large water changes. | Keep 6+ to reduce bullying; feed high-quality varied foods often.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Feed several small meals of high-protein food daily.,https://care.best4pets.in/fish/discus,https://care.best4pets.in/fish/discus/care/,https://best4pets.in/products/wild-discus-5-bangalore-only,"Wild Discus 5"" (Bangalore Only)"
RA-FSH-0123,snow-white-guppy,snow-white-guppy,Snow White Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Snow White Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/snow-white-guppy,https://care.best4pets.in/fish/snow-white-guppy/care/,https://best4pets.in/products/snow-white-guppy,Snow White Guppy (PAIR)
RA-FSH-0124,blue-dolphin-cichlid,blue-dolphin-cichlid-5,Blue Dolphin Cichlid,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,5 in,"Blue Dolphin Cichlid is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/blue-dolphin-cichlid,https://care.best4pets.in/fish/blue-dolphin-cichlid/care/,https://best4pets.in/products/blue-dolphin-cichlid-5,"Blue Dolphin Cichlid 5"""
RA-FSH-0125,green-terror-cichlid,green-terror-cichlid-1-5,Green terror cichlid,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,280 L,8-12 in (20-30 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,1.5 in,"Green terror cichlid is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/green-terror-cichlid,https://care.best4pets.in/fish/green-terror-cichlid/care/,https://best4pets.in/products/green-terror-cichlid-1-5,"Green terror cichlid 1.5"""
RA-FSH-0126,albino-pacu,albino-pacu-2-5-3,Albino Pacu,Silver Dollar/Large Characin,Characidae / Serrasalmidae,South America,Intermediate,Peaceful,Middle,280 L,5-8 in (13-20 cm),24-28°C,5.5-7.5,Soft-Medium (4-18 dGH),Herbivore,Shoal of 5 or more,10 years,2.5-3 in,"Albino Pacu is a large, peaceful, disc-shaped characin that shoals and appreciates space. Most are avid plant-eaters, so pair with tough or artificial plants.",Keep a group of 5+ in a large tank — they're skittish when few. | Expect them to eat soft plants; use robust or artificial plants. | Provide open swimming space and secure the tank (they spook and dash).,aqa-micro-pellet-economy,,Largely herbivorous — supplement with vegetable matter and greens.,https://care.best4pets.in/fish/albino-pacu,https://care.best4pets.in/fish/albino-pacu/care/,https://best4pets.in/products/albino-pacu-2-5-3,"Albino Pacu 2.5-3"""
RA-FSH-0127,calico-oranda,calico-oranda-3-indian-bred,Calico oranda,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,3 in,"Calico oranda is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/calico-oranda,https://care.best4pets.in/fish/calico-oranda/care/,https://best4pets.in/products/calico-oranda-3-indian-bred,"Calico oranda 3"" (Pair)"
RA-FSH-0128,apache-oranda-goldfish,apace-oranda-goldfish-4,Apache Oranda Goldfish,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,4 in,"Apache Oranda Goldfish is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/apache-oranda-goldfish,https://care.best4pets.in/fish/apache-oranda-goldfish/care/,https://best4pets.in/products/apace-oranda-goldfish-4,"Apache Oranda Goldfish 4"""
RA-FSH-0129,short-body-flowerhorn,short-body-flowerhorn-2-5,Short Body Flowerhorn,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,280 L,12-16 in (30-40 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,1.5 in,"Short Body Flowerhorn is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/short-body-flowerhorn,https://care.best4pets.in/fish/short-body-flowerhorn/care/,https://best4pets.in/products/short-body-flowerhorn-2-5,"Short Body Flowerhorn 1.5"""
RA-FSH-0130,albino-heckelii-3,albino-threadfin-acara-2-2-5,Albino Heckelii,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-16 in — varies by species,23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,2-2.5 in,"Albino Heckelii is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/albino-heckelii-3,https://care.best4pets.in/fish/albino-heckelii-3/care/,https://best4pets.in/products/albino-threadfin-acara-2-2-5,"Albino Heckelii 2-2.5"""
RA-FSH-0131,red-dwarf-chameleon-badis,red-dwarf-chameleon-fish,Red Dwarf Chameleon Badis,Badis/Dario,Badidae,Asia,Intermediate,Peaceful (with care),Bottom-Middle,40-75 L,0.8-3 in (2-8 cm),22-26°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore (micro),Pairs / harem,3-5 years,,"Red Dwarf Chameleon Badis is a small, shy micro-predator (such as the scarlet badis). It often refuses dry food, needs gentle tankmates and dense cover, and rewards patience with jewel-like colour.","Feed small live/frozen foods — most refuse flakes and pellets. | Keep with calm, small tankmates; boisterous fish outcompete them. | Provide dense planting and cover so this shy fish feels secure.",aqa-brineshrimp-flakes,,Usually needs live/frozen micro-foods — may refuse dry food.,https://care.best4pets.in/fish/red-dwarf-chameleon-badis,https://care.best4pets.in/fish/red-dwarf-chameleon-badis/care/,https://best4pets.in/products/red-dwarf-chameleon-fish,Red Dwarf Chameleon Badis
RA-FSH-0132,blue-featherfin-cichlid,blue-featherfin-cichlid-4-5cm,Blue Featherfin Cichlid,Catfish (other),Siluriformes,Varies,Intermediate,Peaceful (with care),Bottom,150-475 L (species-dependent),3-24 in — varies by species,22-28°C,6.0-7.8,Soft-Medium (5-15 dGH),Omnivore/Carnivore,Species-dependent,8-15 years,4-5 cm,"Blue Featherfin Cichlid is a catfish whose needs depend heavily on species. Many are nocturnal and appreciate caves; some (e.g. Synodontis) stay moderate while others (shovelnose, redtail) grow very large.",Provide caves and shaded retreats — many catfish are nocturnal. | Confirm the species' adult size before buying; some grow far too large for home tanks. | Feed after lights-out with sinking foods to ensure they get enough.,aqa-micro-pellet-economy,aqa-brineshrimp-flakes,Feed after lights-out; larger/predatory species need meaty foods.,https://care.best4pets.in/fish/blue-featherfin-cichlid,https://care.best4pets.in/fish/blue-featherfin-cichlid/care/,https://best4pets.in/products/blue-featherfin-cichlid-4-5cm,Blue Featherfin Cichlid 4-5cm
